Rating,Title,Author,Review Description,Pro,Con
5.0,"Overall great company, smart people and great benefits","Account Executive (Current Employee) - New York, NY - October 19, 2021","WFH at the moment with the option to go into the office. Good amount of time with clients but way too many internal meetings. Self promotion and side projects are keys to success, not necessarily your day to day tasks. Many opportunities to learn and network and you can fill that in with other trainings on diversity and personal growth. Culture varies by team, but for the most part everyone is friendly and willing to help. Total opposite of 'cut-throat.' However, that also breeds some complacency.

Hardest part of the job sometimes is staying motivated because there's little incentive to keep pushing at times. Loads of filler meetings where nothing gets accomplished.

Best part is work/life balance, benefits and team culture. Worst part is up-leveling your position in the company (management track is non-existent), the promotion process (only getting harder and longer for long time Googlers), and the inability to obtain more money (no room to ask for a 'raise' as it's all done algorithmically and even in sales it's fairly difficult to blow your quota out of the water, albeit you will usually hit your goals or come close).","Free lunches, cell phone reimbursement, gym reimbursement, great 401K match, backdoor 401K eligibility, solid WLB, global reset days (days off), very smart colleagues, management that seemingly cares about you as a person. 3 days in office, 2 days home.","salary/bonus is a bit light compared to FAANGs, mandatory RTO, career movement is very difficult, intolerable promotion process, rampant complacency."
4.0,Good job,"Engineer (Former Employee) - Mountain View, CA - October 18, 2021",It is good if you want to figure out what you want to do as a career but also we had very good food from the start and amazing food trucks. I’m thankful for the experience,,
5.0,productivity,"Internship (Former Employee) - Mumbauersville, PA - October 17, 2021","Yes working in google gives a goose bumps. its really good company to work.
as of now my experience with google i feel happy and wish i wilo be happier more thsn now",,
4.0,productive and fun with ping pong table,"Linguist (Former Employee) - Hickory, NC - October 13, 2021",has a ping pong table. A work day was fun life was great. Management was cool. I hated the fact that we had 5 minute breaks. i liked the fact that I was able to help people/,,
5.0,Great place,"IT Specialist (Former Employee) - Jacksonville, FL - October 13, 2021",I loved working at google so much. They are an amazing company and do good things. I love it at google so much. I use google a lot in my life and they are great,,
5.0,Ingolstadt und Umgebung,"google maps fahrer (Former Employee) - Ingolstadt - October 10, 2021",es war eine sehr schöne zeit und sehr abwechslungsreich.,,
4.0,Goof,"Customer Service Representative (Former Employee) - Albany, NY - October 9, 2021",Pretty good work job I mean not much work just pretty much did busy working but was overall good and I enjoyed. Many many perks on the office such as gym caf.,,
4.0,Its great,"Data Scientist (Current Employee) - Remote - October 5, 2021","Google does a great job I really enjoy the workd and I feel like we are on the cutting edge of ML and data science which is an area I have passion in, so I feel great waking up in the morning.",,
2.0,Ok,"Brand Ambassador (Former Employee) - Atlanta, GA - October 5, 2021",if you're looking for quick cash this is the job for you. Don't expect to keep your job for more than a month if you don't make a sale. No commission just hourly pay.,,
5.0,Ok,"Software Engineer (Current Employee) - San Francisco, CA - October 5, 2021","Not bad at all, very high tech and good culture to work in, supportive as well. There are free lunches and unlimited PTOs, never a boring or dull day at work.",,
5.0,Fire,"Ecommerce Personal Shopper (Current Employee) - Milwaukee, WI - October 2, 2021","Preety chill place to work out. The place is filled with turbo nerds. But overall the pizza fridays are straight fire. I give it 5/7 stars, would work here again in another lifetime.",,
5.0,Excellent Company,"Software Engineer (Current Employee) - Cambridge, MA - October 1, 2021","great place to work, nice people, interesting, impactful projects. Lots of great perks, and very supportive culture. Hardest par to job is learning to navigate the large company quickly.",,
3.0,A dream come true!,"Programmer (Current Employee) - San Francisco, CA - October 1, 2021","Working as a programmer at Google has been amazing... for the most part. My typical day involves meetings with my co-workers, programming on my own, and the occasional peer reviews. Overall, Google treats its employees like kings and I will never forget that.",,
5.0,Work for them,"Intern (Former Employee) - New York - October 1, 2021","Company is great and great pay with benefits pay Time all the time and vacation and family package is amazing so do PTO, if you make it into the door I highly recommend to look into it",,
3.0,Experience is dependent on your org,"HR Operations (Current Employee) - Mountain View, CA - September 28, 2021","Google overall as a company is fantastic, but it highly depend on the org and team you join and are a part of. I accepted a role that was not of my primary interest with the hopes of learning something new and transferring internally. Turns out it is just as competitive to transfer internally than apply as an external candidate, and since COVID, if you're not in the right part of the business, there are no open roles.",,
2.0,Nao respeita as leis braisleiras,"SEARCH ENGINE EVALUATOR (Current Employee) - Home-Office - September 24, 2021",Nao respeita as leis brasileiras ou regras basicas de trabalho em qualquer lugar do mundo,,
5.0,"WLB, enjoy the work, team members are kind, host/co-host are also nice to me.","Deep Learning Internq (Current Employee) - New York, NY - September 18, 2021","Pros

1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day. 2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc. etc. 3) Compensation. In ~2010 or 2011, Google updated its compensation packages so that they were more competitive. 4) For the size of the organization (30K+), it has remained relatively innovative, nimble, and fast-paced and open with communication but, that is definitely changing (for the worse). 5) With so many departments, focus areas, and products, *in theory*, you should have plenty of opportunity to grow your career (horizontally or vertically). In practice, not true. 6) You get to work with some of the brightest, most innovative and hard-working/diligent minds in the industry. There's a ""con"" to that, too (see below).",,
5.0,Grrag,"Recruiter (Former Employee) - Tempe, AZ - September 18, 2021","Good please to work at. Loving culture, great benefits, sometimes difficult for women to advanced temps have stiff competition when trying to permanent.",,
5.0,Good place to work,"None (Former Employee) - Bangalore - September 18, 2021",Google is great. The managers take care of their employees a lot.They emphasis a lot on learning.They always ensure that a new employee always feel comfortable.Work life balance is great here .Every team member is very friendly and helpful.All employees are valued and respected here.,,
4.0,Good place to work,"Scheduler (Former Employee) - CBD - December 6, 2018","As a contractor, you are not expected of much performance at the same time can't excel much for career advancement. Contract agents will get you in with a lower pay in the brand name of Google. Just need to be tactful on that.","Free food, flexible working (WFH)",Contractors' separation from Googlers. Could be bullied at times
5.0,Productive and fun workplace,"Maintenance Technician (Current Employee) - New York, NY - September 16, 2021",Great pay long breaks great managers reasonable flexible hours awesome benefits easy hiring process excellent teamwork displayed amazing discounts I loved it,,
4.0,Super fun with a lots of benefit,"Software Engineer (Former Employee) - Munich, ND - September 15, 2021","Main Task: doing nothing until 5pm after that a bunch of colleagues meet the managers and launch with them .

In the afternoon a minimum of character will write inside the compiler",,
5.0,Nice and productive,"Consultant (Current Employee) - Anywhere - September 13, 2021",Work place is very good nice environment. Stressless work. I enjoy my work I also suggest my friend to join this company and earn a handsome income without any stress,,
5.0,Work on big challenges,"Director (Current Employee) - Mountain View, CA - September 12, 2021",Amazing company and work with amazing people! The culture rewards risk taking and creative thinking. You can never keep bored as their many different areas you can explore for professional development.,,
5.0,"Yes, it really is that good, with a couple trade-offs","Product Designer (Current Employee) - Sunnyvale, CA - September 4, 2021","Yes, I finally made it to Google. Yes, it's as good as they say it is. Great work-life balance, great projects, smart and kind teammates, opportunities to touch billions of users. The trade-offs: you'll likely be down-leveled on the way in and your compensation will reflect the lower level.",,
5.0,Great workplace,"Associate (Former Employee) - New York State - September 2, 2021","Great workplace to start off your career. Very supportive management, good pay. Could be better at recognizing associates over performance. Overall recommend",,
5.0,Great place to work,"Analyst (Former Employee) - Houston, TX - September 2, 2021",Every team member feels valued and you leave work every day feeling like you know more than when you came in. Everyone is very helpful and a great learning environment,,
5.0,Productive work experience,"Cook/Prep (Former Employee) - Los Angeles, CA - September 1, 2021",Very productive work environment. Really good benefits. Enjoyed working there and would work there again. Had some really good benefits and perks. Great company,,
5.0,Interesting every day,"Fiberspace Manager (Former Employee) - Raleigh, NC - August 31, 2021",Beautiful work environment. Fun culture with leading edge technology. Good atmosphere at our location. Job was always evolving and taking on new challenges.,,
4.0,"It was fun working with my team then , and we share a lot of experience","driver (Former Employee) - Lagos Nigeria - August 31, 2021","The only problem I have with them is that , the time I work for them to update the Lagos state map , with they award the contract to Polaris digitech in Lagos , I was one of the driver that did a great job , but they are not care about us",,
4.0,"Incredible benefits and compensation, great coworkers, difficult work","Google Recruiting Coordinator (Former Employee) - Mountain View, CA - August 25, 2021","If you are looking for a large company to work and grow comfortably in, this is the place to be. The benefits are everything you've heard and more, though work expectations are high. Almost all of my coworkers were high-performing diligent worker and the management was heavily hands on. Performance review cycles and promotion can be cumbersome, and the general size of the company means bureaucracy and communication between departments is difficult. Internal divide between the treatment of contract workers and full-time workers causes friction, and the companies mission and direction are becoming increasingly corporate.",,
5.0,Software Engineer,"Software Engineer (Former Employee) - San Francisco, CA - August 23, 2021","Great place to work and develop your career. A lot of perks and guidance was provided throughout my time there. I would love to go back and work here again, recommend!",,
5.0,Ok,"Administrative Assistant (Current Employee) - Arlington, VA - August 23, 2021","Again, companies want to hire people who are passionate about the job, so you should have a great answer about why you want the position. (And if you don’t? You probably should apply elsewhere.) First, identify a couple of key factors that make the role a great fit for you (e.g., “I love customer support because I love the constant human interaction and the satisfaction that comes from helping someone solve a problem”), then share why you love the company (e.g., “I’ve always been passionate about education, and I think you’re doing great things, so I want to be a part of it”).",,
4.0,Good work life balance & but crowded,"Senior Software Engineer (Current Employee) - Sunnyvale, CA - August 20, 2021","- Good work life balance
- Crowded, lack of opportunity to grow
- Respectful environment
- Good compensation
- Steep ramp up curve
- Free meals and snacks",,
5.0,The Culture,"Agency Development Manager/New Client Acquisition (Current Employee) - Tempe, AZ 85281 - August 19, 2021","Team driven, individual achievements are celebrated, and you feel like part of something. Be well organized and able to adjust to changing market conditions for continued success",,
3.0,"Great people, experience varies greatly between organizations and managers","Scaled Account Strategist (Current Employee) - Redwood City, CA - August 19, 2021","I've learned a lot during my time at Google. It's a good company filled with genuinely helpful people. The compensation, perks, & benefits are also top notch.

Unfortunately, the management experience and work life balance can vary GREATLY based on your org, team, job title, etc. I've had great managers and horrible ones. It's a luck of the draw. The promotion process is also a huge pain point across the company. Slow, drawn out, and more political than it should be for a company that prides itself on being objective and data driven.",,
5.0,Empresa que ajuda quem gosta de programa,"Programador development (Current Employee) - Porto Velho, RO - August 18, 2021","Sem palavras aprendizagem excelente, ajuda bastante com o App de desenvolvedor",,
5.0,Good,"Developer (Former Employee) - Atlanta, GA - August 18, 2021",The culture is in alignment with this area of the country and my own. I felt supported. They encourage personal and professional growth. Google will continue to do great thinks.,,
5.0,Fun love,"IT Manager (Former Employee) - California - August 18, 2021",Love this place amazing work and people there r amazing! The work ethic is excellent! The employees respect one another and it’s flexible at your own pace,,
5.0,Great Place to work,"Receptionist (Former Employee) - Seattle - August 13, 2021",The culture is in alignment with this area of the country and my own. I felt supported. They encourage personal and professional growth. Google will continue to do great thinks.,,
