Rating,Title,Author,Review Description,Pro,Con
5.0,Actually a cool and relaxed ambiance work environment without any pressure,"CSR1 (Former Employee) - Amsterdam Sloterdijk - July 6, 2020","Very cool company to work for only a bit lack of flexibility as in work-schedule, but hopefully there's been some changes since I have left anway I am very grateful for the experience",,
5.0,Buena,"Figurante (Former Employee) - Madrid, Madrid provincia - June 21, 2020","Mi primera experiencia laboral.Trato amable de todos,Se aprende a asumir responsabilidades.",,
5.0,Positif,"Conseillère clientèle (Former Employee) - Oceanario - June 19, 2020",Très belle expérience avec beaucoup d’opportunités d’évolution au sain de l’entreprise,,
5.0,buena,"Atención al cliente (Former Employee) - LISBOA - May 14, 2020",Me gusto la experiencia y el trabajo e grupo es divertido y motivador,,
5.0,ambiente lavorativo professionale e preciso,"Attore (Former Employee) - Firenze, Toscana - May 7, 2020","esperienza professionale e formativa più che eccezionale, dal punto di vista del lavoro e dal punto di vista umano.",,
4.0,Challenging and fun,"videographer (Former Employee) - MADRID - April 30, 2020","I worked as a BTS and Promo Producer on the TV Show YOU CANNOT HIDE. It was very hard and a lot of hours, but definitely worth the experience. It was challenging, sometimes very hard, but very motivated and I learned a lot. I had the opportunity to work with an outstanding crew and had a lot of fun too. I recommend working with Netflix.",,
4.0,Very Fun Work Environment,"Customer Service, 24/7 Intouch (Former Employee) - Clearwater, FL - April 26, 2020","Netflix was one of the most enjoyable jobs I've ever held. The culture is all inclusive and encourages self expression. The only complaint I had was that the hours could tend to be terribly inconvenient.
Overall, a better than average job.",,
3.0,Productive and fun place,"Simplified Chinese Language Lead (Freelancer) (Former Employee) - Los Gatos, CA - April 24, 2020","Netflix is the world's leading streaming entertainment service with 183 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without adverts or commitments.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,Amazing work style,"Netflix CS (Former Employee) - Navi Mumbai, Maharashtra - April 19, 2020",At Netflix you don't have to worry at all. Work life is simple and sweet. All you have to do is work and chill. Yes just work time to time and rest. Netflix is the best!,,
4.0,Highly competitive,"MANAGER, PHYSICAL PRODUCTION (Former Employee) - Los Angeles, CA - April 11, 2020","Lots of amenities and free food. Highly competitive environment. Hard to balance personal life /work. Even though you're supposed to be able to take vacations freely, it's actually not that easy. Netflix culture is taken very seriously.",,
4.0,Fun people with tough task,"Graphic Design Intern (Former Employee) - Melbourne VIC - April 10, 2020","People are fantastic to work with. Management was okay, workload was sometimes overwhelming but I can't complain because my task as an assistant was far less easier compare to my superior and coordinator who stayed over time a lot to cover the work. Work life balance was fair enough with 10 hours mandatory work in Australia.",,
3.0,Buen ambiente de trabajo,"Team Leader (Former Employee) - Monterrey, N. L. - April 6, 2020",Buen ambiente de trabajo donde puedes convivir con excelentes personas,,
5.0,productive and fun workplace,"Extra (Former Employee) - Swansea, Swansea - April 3, 2020",This work in Swansea gave me a valuable insight into the film making process. I gained many key skills and enjoyed the overall process of working with Netflix.,,
