Unnamed: 0,Rating,Title,Pro,Con,Job Title,Status,Region,Date
714,30,Good company to start your career,Since ST is into a large number of domains theres enough scope for good work,Politics at work used to hamper productivity,Anonymous Employee,Former Employee,Singapore,Apr 16 2018
715,50,Workplace,Plenty of learning opportunities challenging project Recession proof,Some project with very tight schedule,Anonymous Employee,Current Employee,Singapore,Oct 24 2019
716,30,Good for managment ppl not recommend for technique ppl,Stable job with salary paid on time and 13th month bonus,Lower pay compared to outside market,Anonymous Employee,Current Employee,nan,Jul 22 2018
717,20,Engineer,work and life balance thats it,bad performance review system at least to me,nan,Current Employee,nan,Apr 3 2010
718,20,Good start,Stable job I worked in this company for 12 years,No career advancement Low pay Too many processes,nan,Current Employee,nan,Nov 25 2015
719,30,Work environment,Nice place for starting out and you get to learn new things on the job,Very busy service engineer call rate is high,Associate Engineer,Former Employee,Singapore,Mar 10 2016
720,30,OK BUT BORING,Able to have alot of OJT,Alot of processes in place that hinders working,Anonymous Employee,Current Employee,nan,Jun 18 2019
721,30,Disappointing,lots of teamwork friendly people,very top down management long working hours salary below industry standard,Technician,Current Employee,nan,May 24 2010
722,20,Associate Engineer Experience,Undeniably a wellestablished company Good stepping stone,Little room for promotion for nonengineering positions Salary offered is below market rate long working hours,nan,Former Employee,nan,Jun 22 2011
723,40,Many Old Bird in the company,Management gives space to learn and grow Understanding and slightly flexible structure,Salary increments are very small,Associate Engineer,Current Employee,nan,Nov 20 2019
724,30,ST Engineering Marine Ltd,stable and forgiving company in lieu of project failure,lack of process and tools,Programmer Manager,Current Employee,nan,Nov 10 2013
725,40,ST Engineering,Good colleagues and exposure to different work scope,Too many processes and hard to get promoted for nonscholars,Assistant Manager,Current Employee,Singapore,Oct 14 2019
726,20,The worst company,Engineers are foremost Stable job,Lack of Communication Old school culture,Senior Marketing Executive,Current Employee,Singapore,May 12 2020
727,10,Great environment,Excellent promises during hiring process,Management chain is too stupid You can talk with direct manager only and there is no way to elevate your manager mistake Because of that your managers mistake is big problem for you,Team Lead,Former Employee,Yerevan Yerevan,Aug 28 2012
728,40,RF engineer,Great working environment and job safety,Hard to get permanent position if you don’t have PR or not citizen,Anonymous Employee,Current Employee,nan,Oct 9 2019
729,20,Culture,there is learning space and freedom enrichment program having bonus,rigid and flexible and projects are limited,Engineer,Current Employee,Bukit Merah Estate,Mar 8 2016
730,30,No progression,Large organisation with many business interests,Offers job stability but minimum accountability many individuals coast along Slow to realise product development,Director,Current Employee,nan,May 23 2020
731,20,Stability lacks progress,Stable job ok salary not too stressed,No opportunities to move around feels like old age home with many other employees not interested to work,Anonymous Employee,Current Employee,nan,Jun 4 2020
732,30,Ok but not ok,Stability good place to start out for fresh graduates Company believes in continuous learning therefore there will be opportunities to go for courses,Slow progress low increment too many restrictions such as no camera phone,Anonymous Employee,Current Employee,nan,Aug 27 2015
733,20,Profitdriven at employees expense,diverse portfolio so can still keep afloat if one portfolio is underperforming,messy too many levels all offices are far from civilisation long working hours still silothinking even tho they have merged no 13th month,Assistant Manager,Former Employee,Boon Lay,Jun 15 2020
734,10,Good for scholars but stagnant for the average joe,After working for 2 years i gave up with the culture The title speaks for itself A very disappointing experience,Progression in company is based on sales generated by individuals worst is that it applies to individuals who are not responsible for sales,Anonymous Employee,Former Employee,nan,Dec 22 2015
735,30,Work Life Balance,Colleagues and culture is good Work life balance but depends on which department youre in,Slow progression and little recognition for the work done,Anonymous Employee,Former Employee,Manchester England,Oct 28 2019
736,30,Poor Planning,Friendly colleagues and you will definitely find good work life balance,if you are looking to strive and work for achievement this might not be the right be to explore into,nan,Current Employee,nan,May 12 2015
737,20,Regimented stifling culture,Exciting work challenges are expected,A lot of Red Tapes and paperwork,Anonymous Employee,Current Employee,nan,Mar 13 2018
738,30,Way to go,Job stability good brand name good bonus,Work processes tend to be arcane and conservative cold culture,Anonymous Employee,Current Employee,nan,Jul 30 2013
739,20,Full time,Slow pace environment talk more than work,Salary compensation is not in tandem with your workload poor leadership and governance,Senior Engineer,Former Employee,Singapore,Nov 1 2019
740,30,Average,Not a bad place if want to work a lot of OT,No progression in the company pay and benefit very minimal Lose to other company,Connectivity Consultant,Current Employee,nan,Jan 13 2020
741,30,Working in st engineering,Work Life Balance Reasonable work load,Low salary People who cannot do work are also hired,Consulting Hardware Engineer,Current Employee,nan,Jan 14 2020
742,20,Software Engineer,Flexibility given when needed by the staffs Depends which department,no work life balance Always last minute issues and even called back during weekends,Engineer,Former Employee,Jurong West New Town,Jan 12 2019
743,30,Good exposure to interesting domains,Good for fresh graduates Good for learning as entry level,No worklife balance some times working from 9am to 6am Management is a mess,Anonymous Employee,Current Employee,nan,Sep 19 2019
744,30,Workplace,Since ST is into a large number of domains theres enough scope for good work,Politics at work used to hamper productivity,Anonymous Employee,Former Employee,Singapore,Apr 16 2018
745,30,Good for managment ppl not recommend for technique ppl,Stable job with salary paid on time and 13th month bonus,Lower pay compared to outside market,Anonymous Employee,Current Employee,nan,Jul 22 2018
746,20,Engineer,work and life balance thats it,bad performance review system at least to me,nan,Current Employee,nan,Apr 3 2010
747,20,Good start,Stable job I worked in this company for 12 years,No career advancement Low pay Too many processes,nan,Current Employee,nan,Nov 25 2015
748,30,Work environment,Nice place for starting out and you get to learn new things on the job,Very busy service engineer call rate is high,Associate Engineer,Former Employee,Singapore,Mar 10 2016
749,30,OK BUT BORING,Able to have alot of OJT,Alot of processes in place that hinders working,Anonymous Employee,Current Employee,nan,Jun 18 2019
750,30,Disappointing,lots of teamwork friendly people,very top down management long working hours salary below industry standard,Technician,Current Employee,nan,May 24 2010
751,20,Many Old Bird in the company,Undeniably a wellestablished company Good stepping stone,Little room for promotion for nonengineering positions Salary offered is below market rate long working hours,nan,Former Employee,nan,Jun 22 2011
752,30,ST Engineering,stable and forgiving company in lieu of project failure,lack of process and tools,Programmer Manager,Current Employee,nan,Nov 10 2013
753,20,The worst company,Engineers are foremost Stable job,Lack of Communication Old school culture,Senior Marketing Executive,Current Employee,Singapore,May 12 2020
754,10,RF engineer,Excellent promises during hiring process,Management chain is too stupid You can talk with direct manager only and there is no way to elevate your manager mistake Because of that your managers mistake is big problem for you,Team Lead,Former Employee,Yerevan Yerevan,Aug 28 2012
755,20,Associate Engineer,there is learning space and freedom enrichment program having bonus,rigid and flexible and projects are limited,Engineer,Current Employee,Bukit Merah Estate,Mar 8 2016
756,30,Intern,Offers flexibility not a routine type of job,Not a suitable environment for young graduates to work in,nan,Current Employee,nan,Aug 10 2015
757,30,Comms,Friendly environment slow working environment,Slow promotion for full time workers,Internship,Former Employee,nan,Apr 19 2016
758,30,Aerospace Engineer,work life balance can be enjoyed,lack of collaboration much talk but action to support vision is not clear,Anonymous Employee,Current Employee,nan,Jun 13 2019
759,30,Marine Arm of ST Engineering,Well balanced working hours for executives Salary is competitive,Limited staff welfare benefits and poorly maintained working facilitiesenvironment,Aerospace Engineer,Current Employee,nan,Jun 13 2019
760,20,Good,Good Annual Bonus Job security and stability,Career growth Low annual Increment Regressive management style,Anonymous Employee,Current Employee,nan,Feb 2 2019
761,50,Associate Engineer,Working and discipline is very good,No cons are there in the company,Anonymous Employee,Former Employee,nan,Jun 28 2019
762,40,Look elsewhere,Flexibility during work fun working environment,247 standby alot of things to learn,Associate Engineer,Current Employee,Ang Mo Kio New Town,Oct 16 2019
763,10,Look for new careers,Worklife balance Some colleagues are helpful and caring,Office politics is everywhere where many nonperforming staffs sabotaging the good staffs Regularly bringing in the military culture that cannot fit in the real commercial world and practising poor management skill Very high staff turnover rate,Anonymous Employee,Former Employee,Jurong East New Town,Nov 14 2019
764,40,Can be better working place,Stables income benefits bonus Permanent,Records cleaness promotion claims time,Secretary,Former Employee,Tampines New Town,Feb 23 2020
765,30,na good,Training stable and reasonable benefits,Lacking of leadership driving the organisation,Assistant Manager,Former Employee,Boon Lay,Jun 2 2020
766,30,OK,nagood company to work in,na pay is low compared to other,nan,Current Employee,nan,May 23 2015
767,40,Manager,NAME,NAME,Anonymous Employee,Current Employee,nan,Feb 7 2017
768,30,old school culture senior management in silo and ivory tower,Shares option available for staff,Long hours and frequent overtime,Assistant Principal Engineer,Current Employee,Ang Mo Kio New Town,Aug 22 2017
769,10,Operations Engineer,if you want to retire in certain departments ST is probably a stable place,senior management in silo and ivory tower quick to judge and pass verdicts dont value manpower too many meetings and very manual processes,Anonymous Employee,Current Employee,Singapore,Oct 22 2017
770,30,Teacher,Job Security and reputation is good,Low Pay and a stagnant career,Operations Engineer,Current Employee,Boon Lay,Aug 19 2019
771,30,Marine Arm of ST Engineering,Enjoyed teaching and watching cadets grow,Low pay for the level of expertise and experience required,Lecturer,Former Employee,Melbourne,Jan 22 2020
772,20,Look elsewhere,Good Annual Bonus Job security and stability,Career growth Low annual Increment Regressive management style,Anonymous Employee,Current Employee,nan,Feb 2 2019
773,10,Can be better working place,Worklife balance Some colleagues are helpful and caring,Office politics is everywhere where many nonperforming staffs sabotaging the good staffs Regularly bringing in the military culture that cannot fit in the real commercial world and practising poor management skill Very high staff turnover rate,Anonymous Employee,Former Employee,Jurong East New Town,Nov 14 2019
774,30,na good,Training stable and reasonable benefits,Lacking of leadership driving the organisation,Assistant Manager,Former Employee,Boon Lay,Jun 2 2020
775,30,Manager,nagood company to work in,na pay is low compared to other,nan,Current Employee,nan,May 23 2015
776,30,old school culture senior management in silo and ivory tower,Shares option available for staff,Long hours and frequent overtime,Assistant Principal Engineer,Current Employee,Ang Mo Kio New Town,Aug 22 2017
777,10,Driving Instructor,if you want to retire in certain departments ST is probably a stable place,senior management in silo and ivory tower quick to judge and pass verdicts dont value manpower too many meetings and very manual processes,Anonymous Employee,Current Employee,Singapore,Oct 22 2017
778,10,overall positive,A 5 day work week,Most of the time outdoor interaction mainly with 18 years old soldiers The training vehicles are very old that alone speaks in volume you can imagine the current condition of the military vehicles It is all about achieving the KPI,Driving Instructor,Former Employee,nan,Mar 15 2019
779,30,Job environment,pleasant working environment friendly people,not much benefits not much off days,nan,Former Employee,nan,Jul 27 2016
780,30,Good learning ground,Healty balance of lifestyle and stable pay,Slow progression in career advancement,Anonymous Employee,Current Employee,nan,May 24 2018
781,30,Engineer,People are nice and friendly,nothing really bad about the organisation,Manager,Current Employee,nan,Oct 12 2018
782,30,Engineer,It is a stable job,A lot of ex saf officers 2nd career,Anonymous Employee,Current Employee,nan,Feb 5 2019
783,30,Singaporean company,Good pay not too bad bonus,Management is decoupled from the ground people,Anonymous Employee,Current Employee,nan,Jul 9 2019
784,30,not bad,Stable forgiving and good guidance,Local thinking Benefits can be improved,Anonymous Employee,Current Employee,nan,Sep 17 2019
785,30,Working Environment,stable job reasonable package and remuneration,inflexible management quite backward in tech,Anonymous Employee,Current Employee,nan,May 8 2020
786,30,Senior Engineer,good worklife balance nice colleagues,salary is a bit below market rate,Senior Engineer,Former Employee,nan,Jun 18 2020
787,30,Content Developer,Good work life balance in general,low or minimum pay increment,Anonymous Employee,Current Employee,nan,Jun 5 2018
788,30,Engineer,Teamwork fun happy,Latest software computer too old,Content Developer,Current Employee,nan,Mar 31 2020
789,30,Mech Engineering,The culture is quite relax,The pace of work is slow,Engineer,Current Employee,Singapore,Jan 9 2019
790,30,Satisfactory,Lots of space for innovation,Business developing together with engineering,Anonymous Employee,Current Employee,nan,Jun 5 2019
791,20,Engineer,Stable 8 to 5 job,Limited career opportunities and advancement,nan,Former Employee,Singapore,Mar 14 2011
792,20,Data Analyst Smart Analytics,Stable job and challenging tasks,No career progression and minimum benefits,Anonymous Employee,Current Employee,nan,Nov 14 2019
793,10,Full of Politics,Cheap food at canteen Brand name,Politics to the core No technical leads to guide you Fit only for localsSingaporeans Salary too low,Data Analyst,Current Employee,Singapore,Apr 20 2020
794,10,Nice company with poor attitude colleagues,Iron bowl and no retrenchment,Lousy management and full of politics from management Dont have career advancement Workload too much and management wont appreciate at all,Customer Service,Current Employee,Singapore,Jul 14 2016
795,10,third world system and overbearing boss,No hogging of upper management,The Culture And Environment And Pay depends And Nothing else i know,Senior Associate Engineer,Current Employee,nan,Apr 10 2019
796,10,technician,only pro is stable name,third world manua reportingl system overbearing micro managing boss who dont respect people timing at all,Manager,Current Employee,Singapore,Nov 21 2016
797,10,Aerospace technician,there is no best reason to work in singapore technology the company sucks,low paid job which has no prospect in this field,Technician,Current Employee,Singapore,Oct 25 2012
798,10,Slow growth,No pros company is stable i guess,Company doesnt care about employees Low wages Basic benefits,Aerospace Technician,Current Employee,Changi Village,Jun 18 2019
799,10,nan,stable business coworkers are generally helpful,long hours below market rate pay unprofessional culture no training or progression stale,Anonymous Employee,Current Employee,nan,Jan 9 2020
800,nan,nan,nan,nan,nan,nan,nan,nan
